TIMESTAMP,PARTIDA_ID,PLAYER_ID,EQUIPO_ID,POS_X,POS_Y,SIZE,TOTAL_PLAYERS,MODO_JUEGO
2025-11-29 17:29:33.759,1,7,4,84,30,2,10,DUO
2025-11-29 17:29:33.759,1,8,4,64,50,2,10,DUO
2025-11-29 17:29:33.759,1,9,5,87,27,2,10,DUO
2025-11-29 17:29:33.759,1,10,5,11,26,2,10,DUO
2025-11-29 17:29:33.860,1,1,1,51,14,2,10,DUO
2025-11-29 17:29:33.860,1,2,1,90,42,2,10,DUO
2025-11-29 17:29:33.860,1,3,2,61,26,2,10,DUO
2025-11-29 17:29:33.860,1,4,2,75,60,2,10,DUO
2025-11-29 17:29:33.860,1,5,3,44,7,2,10,DUO
2025-11-29 17:29:33.860,1,6,3,29,25,2,10,DUO
2025-11-29 17:29:33.860,1,7,4,84,29,2,10,DUO
2025-11-29 17:29:33.860,1,8,4,64,49,2,10,DUO
2025-11-29 17:29:33.860,1,9,5,87,26,2,10,DUO
2025-11-29 17:29:33.860,1,10,5,11,25,2,10,DUO
2025-11-29 17:29:33.960,1,1,1,51,13,2,10,DUO
2025-11-29 17:29:33.960,1,2,1,90,41,2,10,DUO
2025-11-29 17:29:33.960,1,3,2,61,25,2,10,DUO
2025-11-29 17:29:33.960,1,4,2,75,59,2,10,DUO
2025-11-29 17:29:33.960,1,5,3,44,6,2,10,DUO
2025-11-29 17:29:33.960,1,6,3,29,24,2,10,DUO
2025-11-29 17:29:33.960,1,7,4,84,28,2,10,DUO
2025-11-29 17:29:33.960,1,8,4,64,48,2,10,DUO
2025-11-29 17:29:33.960,1,9,5,87,25,2,10,DUO
2025-11-29 17:29:33.960,1,10,5,11,24,2,10,DUO
2025-11-29 17:29:34.061,1,1,1,51,12,2,10,DUO
2025-11-29 17:29:34.061,1,2,1,90,40,2,10,DUO
2025-11-29 17:29:34.061,1,3,2,61,24,2,10,DUO
2025-11-29 17:29:34.061,1,4,2,75,58,2,10,DUO
2025-11-29 17:29:34.061,1,5,3,44,5,2,10,DUO
2025-11-29 17:29:34.061,1,6,3,29,23,2,10,DUO
2025-11-29 17:29:34.061,1,7,4,84,27,2,10,DUO
2025-11-29 17:29:34.061,1,8,4,64,47,2,10,DUO
2025-11-29 17:29:34.061,1,9,5,87,24,2,10,DUO
2025-11-29 17:29:34.061,1,10,5,11,23,2,10,DUO
2025-11-29 17:29:34.162,1,1,1,51,11,2,10,DUO
2025-11-29 17:29:34.162,1,2,1,90,39,2,10,DUO
2025-11-29 17:29:34.162,1,3,2,61,23,2,10,DUO
